date,sejrik,mencik2,Mates511,ominar
2021-11-15,251,259,0,29
2021-11-16,252,259,0,29
2021-11-17,254,259,0,29
2021-11-18,256,262,0,29
2021-11-19,256,262,0,29
2021-11-20,256,262,0,29
2021-11-21,256,262,0,29
2021-11-22,256,262,0,29
2021-11-23,258,262,0,29
2021-11-24,259,262,0,29
2021-11-25,260,263,0,29
2021-11-26,262,263,0,29
2021-11-27,262,263,0,29
2021-11-28,262,264,0,29
2021-11-29,262,264,0,29
2021-11-30,262,264,0,29
2021-12-01,262,264,0,29
2021-12-02,264,264,0,29
2021-12-03,265,264,0,29
2021-12-04,265,264,0,32
2021-12-05,267,269,0,32
2021-12-06,267,269,0,32
2021-12-07,268,269,0,32
2021-12-08,270,269,0,32
2021-12-09,270,269,0,32
2021-12-10,272,269,0,32
2021-12-11,272,270,0,32
2021-12-12,272,270,0,32
2021-12-13,274,270,0,32
2021-12-14,274,270,0,32
2021-12-15,274,270,0,32
2021-12-16,275,271,0,33
2021-12-17,276,272,0,33
2021-12-18,277,273,0,33
2021-12-19,277,273,0,33
2021-12-20,279,273,0,33
2021-12-21,280,273,0,33
2021-12-22,281,273,0,33
2021-12-23,281,273,0,33
2021-12-24,281,273,0,33
2021-12-25,282,273,0,33
2021-12-26,283,274,0,33
2021-12-27,284,274,0,33
2021-12-28,286,275,0,33
2021-12-29,287,276,0,33
2021-12-30,289,276,0,33
2021-12-31,289,277,0,33
2022-01-01,290,278,0,33
2022-01-02,290,278,0,33
2022-01-03,292,279,0,33
2022-01-04,293,279,0,33
2022-01-05,293,280,0,33
2022-01-06,294,281,0,33
2022-01-07,294,281,0,33
2022-01-08,296,282,0,33
2022-01-09,298,283,0,33
2022-01-10,298,283,0,33
2022-01-11,298,283,0,33
2022-01-12,298,283,0,33
2022-01-13,298,283,0,33
2022-01-14,298,283,0,33
2022-01-15,299,284,0,33
2022-01-16,301,284,0,33
2022-01-17,301,284,0,33
2022-01-18,301,286,0,33
2022-01-19,301,286,0,33
2022-01-20,303,287,0,33
2022-01-21,303,287,0,33
2022-01-22,303,287,1,33
2022-01-23,303,287,1,33
2022-01-24,303,287,1,33
2022-01-25,303,287,1,33
2022-01-26,304,287,1,33
2022-01-27,304,289,1,33
2022-01-28,304,289,1,33
2022-01-29,308,291,1,33
2022-01-30,308,293,1,33
2022-01-31,309,293,1,33
2022-02-01,310,294,1,33
2022-02-02,310,295,1,33
2022-02-03,310,296,1,33
2022-02-04,310,296,1,33
2022-02-05,315,298,1,33
2022-02-06,315,299,1,33
2022-02-07,315,299,1,33
2022-02-08,315,299,1,33
2022-02-09,317,299,6,33
2022-02-10,317,300,10,33
2022-02-11,317,300,11,33
2022-02-12,317,300,11,33
2022-02-13,318,301,13,33
2022-02-14,319,302,13,33
2022-02-15,319,302,13,33
2022-02-16,319,302,13,33
2022-02-17,320,303,13,33
2022-02-18,321,304,13,33
2022-02-19,321,304,16,33
2022-02-20,326,307,20,33
2022-02-21,326,309,20,33
2022-02-22,326,310,24,33
2022-02-23,326,310,24,33
2022-02-24,327,310,25,33
2022-02-25,327,310,25,33
2022-02-26,328,311,26,33
2022-02-27,328,311,28,33
2022-02-28,329,311,29,33
2022-03-01,329,311,30,33
2022-03-02,331,313,30,33
2022-03-03,332,313,30,33
2022-03-04,332,314,30,33
2022-03-05,334,315,33,33
2022-03-06,337,315,34,33
2022-03-07,338,315,34,34
2022-03-08,341,317,34,34
2022-03-09,341,317,34,35
2022-03-10,342,318,34,36
2022-03-11,342,318,34,36
2022-03-12,342,318,39,36
2022-03-13,343,318,39,36
2022-03-14,346,320,45,36
2022-03-15,346,321,45,36
2022-03-16,346,321,46,36
2022-03-17,348,322,47,36
2022-03-18,349,323,48,36
2022-03-19,349,323,48,36
2022-03-20,351,327,48,36
2022-03-21,352,327,48,36
2022-03-22,352,327,49,36
2022-03-23,354,327,49,36
